smiles,Respiratory toxicity,group
O=c1ccc(-c2ccccc2)nn1CO,1,training
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1,training
COc1cccc(C=O)c1O,1,training
Nc1ccc(Cl)cc1Cl,1,training
COc1cc(COCCN2CCOCC2)cc(OC)c1OC,1,training
C#CCn1c(=O)oc2ccccc21,1,training
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,1,training
C[C@H](CO)n1nc(-c2ccccc2)ccc1=O,1,training
Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)Nc1ccc(Br)cc1,1,training
CCCCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1,training
O=C1[C@H]2CC=CC[C@H]2C(=O)N1C1CCC(OCCN2CCCC2)CC1,1,training
CC(=O)SCC(=O)/N=c1/[nH]c2ccccc2s1,1,training
Cc1ccc(C)c(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c1,1,training
CC1CCCC(C)N1CCCOC(=O)c1ccccc1,1,training
Cn1c(SCCO)nc2c1c(=O)[nH]c(=O)n2C,1,training
NC(=O)c1ccc(C(=O)NCCN2CCN3Cc4[nH]c5ccccc5c4CC3C2)cc1,1,training
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@@H]2C1,1,training
C[C@]1(N2CCCCC2)C(=O)Nc2ccccc21,1,training
Cn1c(=O)c2c(nc(SCCO)n2C)n(C)c1=O,1,training
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1,training
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccccc3)[C@H]2C1,1,training
Cc1cc(=O)n(-c2ccc(OC(F)F)cc2)n1C,1,training
Nc1c(F)c(F)c(F)c(F)c1F,1,training
CC1(C)Oc2cc(O)c(Cl)cc2C2=C1CCCC2,1,training
COc1cc2c(c(OC)c1O)-c1c(O)c(OC)cc3c1[C@H](CC2)N(C)CC3,1,training
O=C(O)CCCN(CN(C1=NCCN1)C1CCCC1)C(=O)c1ccccc1,1,training
CSc1nccc(=O)n1-c1ccccc1C(F)(F)F,1,training
NC(=O)c1ccc(C(N)=O)cc1,1,training
CCN(CC)C(=O)OCC1(COC(=O)N(CC)CC)COC1,1,training
Cc1[nH]c2ccccc2c1CCNC(=O)c1cccnc1,1,training
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1,training
Cc1ccccc1NC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1,training
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1Cl,1,training
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,1,training
CNC(=O)N1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,training
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1,training
NC1=NC(=O)[C@H](c2ccccc2)O1,1,training
Cc1nc2ccccc2c(=O)n1[C@H]1CCC(=O)N(c2ccc(C(=O)O)cc2)C1=O,1,training
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(O)cc2)C1=O,1,training
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1,training
CCOc1cccc(C=O)c1O,1,training
CCCN1CCN(Cn2nc(-c3ccccc3)ccc2=O)CC1,1,training
COc1cc2c(cc1O)[C@H]1Cc3ccc(O)c(OC)c3CN1CC2,1,training
COc1ccc(OC)c(CCN(C)C(N)=O)c1,1,training
O[C@H](CNc1ccccn1)c1ccccc1,1,training
C[C@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,1,training
CN(C)[C@H]1C(O)=C(C(=O)NCN2CCC[C@H]2C(=O)O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12,1,training
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,1,training
NCCS(=O)(=O)N1CCCCC1,1,training
Nc1ccc(O)c(=O)c(Br)c1,1,training
O=C(COc1ccccc1)NCCN1CCOCC1,1,training
Cc1cccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)c1,1,training
CCCCn1c(Cc2c(C)[nH]c3ccccc23)n[nH]c1=S,1,training
COc1ccc(NC(=S)NNC(=O)Cc2c(C)[nH]c3ccccc23)cc1,1,training
OCc1cc(Cl)c2cc(O)c(Oc3cccc4cc(Cl)cnc34)cc2c1,1,training
Cc1cnc(NC(=N)N)nc1NC(=N)N,1,training
Nc1ccccc(Br)c1=O,1,training
Cc1cc(NNC(=N)N)nc(N)n1,1,training
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C(F)(F)F)o1,1,training
Cn1c2cn[nH]c2c(=O)n1-c1ccccc1,1,training
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,training
N=C(N)Nc1ccnc(NC(=N)N)n1,1,training
COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN1CCCCC1,1,training
COC1=CC(=O)O[C@H](CCc2ccccc2)C1,1,training
C=CCC1(C[C@H](C)OC)C(=O)NC(=O)NC1=O,1,training
O=C(OCCN1CCCOCC1)C(c1ccccc1)c1ccccc1,1,training
CCCCCCc1cc2c(cc1O)OC(C)(C)C1=C2CCCC1,1,training
Fc1ccc(-c2cc(C(F)(F)F)nn3cnnc23)cc1,1,training
CN(C)Cc1nnc(-n2c(-c3ccccc3)nc3ccccc3c2=O)s1,1,training
Fc1ccc(-c2cn[nH]c(=S)n2)cc1F,1,training
CCc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(CC)s3)N=C2C(=O)c2ccccc2)s1,1,training
O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCCCC1,1,training
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,1,training
Cc1c(Nc2ccccc2C(=O)O)ccc(O)c1Cl,1,training
Nc1ccc(Cl)c(Cl)c1,1,training
CCN(CC)CCNC(=N)c1ccc(OC(C)C)cc1,1,training
CCCC1(C)[C@H](C#N)C(=O)NC(=O)[C@H]1C#N,1,training
COc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1,1,training
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1,training
COc1cc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@@H]23)cc(OC)c1OC,1,training
Nc1ccc(Oc2ccc(N)cc2)cc1,1,training
COc1cccc(CCN2CCN(c3ccccc3)CC2)c1,1,training
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1OC,1,training
c1ccc(-c2nnc(-c3ccccc3)[nH]2)cc1,1,training
CC(C)N(CC(=O)NN)C(C)C,1,training
NS(=O)(=O)c1cccs1,1,training
O=S(=O)(O)SCCNCCCCC1CCCCC1,1,training
CN1CCN(CN2C(=O)C(c3ccccc3)(c3ccccc3)NC2=S)CC1,1,training
COc1cc(C(=O)N[C@H]2CCCNC2)cc(OC)c1OC,1,training
Cc1ccc(N2CCN(c3c4c(nc5ccc(C)cc35)CCC4)CC2)cc1,1,training
COc1ccc2nc3c(c(N4CCN(c5ccccc5)CC4)c2c1)CCC3,1,training
COc1ccc2c(n1)Sc1c(N)nc(N)nc1N2,1,training
COc1ccc2c(c1CN1CCOCC1)C(=O)c1ccccc1C2=O,1,training
Cc1cccc(C)c1/N=C1\SCC(=O)N1CCCN1CCOCC1,1,training
CC(=N\N)/C(=N/O)Nc1ccc(Cl)cc1,1,training
CC(=N\N)/C(=N/c1cccc(C)c1)NO,1,training
COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccc(OC)cc2)cc1,1,training
O=c1nc(/C=C/c2ccc(Cl)cc2)[nH]c2ncccc12,1,training
CN(C)/C=N/C1=CC(=O)CC(C)(C)C1,1,training
Cn1ncc2c(=O)n3ccsc3nc21,1,training
Cc1csc2nc3c(cnn3C)c(=O)n12,1,training
CCCCN1CCN(Cn2nc(-c3ccccc3)ccc2=O)CC1,1,training
CN(C)c1ccc(=O)n(-c2ccccc2)n1,1,training
O=c1ccc(-c2ccccc2)nn1CN1CCCCC1,1,training
CCC1(C)[C@H](C#N)C(=O)NC(=O)[C@H]1C#N,1,training
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@@H]2C1,1,training
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,1,training
CCN(CC)CCOC(=O)c1cc(C)c(N)c(C)c1,1,training
CCC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,1,training
COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O,1,training
O=C(O)C(=O)C(Cl)Cl,1,training
CC(C)[C@@H](C)N,1,training
O=C(CN1CCN(c2ccccc2)CC1)c1cccnc1,1,training
CN1CC[C@H]2CCC[C@H](NC(=O)c3ccc(Cl)cc3)[C@H]2C1,1,training
OC(CN1CCN(c2cccc(Cl)c2)CC1)c1cccnc1,1,training
S=c1[nH]nc(-c2ccccc2)s1,1,training
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2ccc(S(N)(=O)=O)cc2)C1=O,1,training
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)c(C)c1,1,training
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2nccs2)C1=O,1,training
Cc1nc2ccccc2c(=O)n1[C@@H]1CCC(=O)NC1=O,1,training
CC(=O)N(C(C)=O)c1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1,training
C=CCOC(=O)OCCOCCOC(=O)OCC=C,1,training
C[C@@H]1CCCCCCCCCCCCC(=O)C1,1,training
CCCC[C@@H](C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,1,training
Cn1c(=O)c2c(ncn2C[C@H](O)CN(Cc2ccccc2)Cc2ccccc2)n(C)c1=O,1,training
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1,training
C=CCC1(CC=C)C(=O)CC(=O)N(C2CCCCC2)C1=O,1,training
Cc1ccc(N2C(=O)CCC(n3c(C)nc4ccccc4c3=O)C2=O)cc1C,1,training
Nc1cccc(=O)c(O)c1,1,training
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,1,training
CCN(CC)CCOCc1cc(OC)c(OC)c(OC)c1,1,training
CCCCn1c(-c2ccc(C)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1,training
CC1(C)Oc2cc(O)ccc2C2=C1CCCC2,1,training
O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCOCC1,1,training
Cc1nnc(-c2ccccc2)s1,1,training
CC(=O)c1cc(C)sc1C,1,training
O=[N+]([O-])c1ccc(NN=C(c2ccc(O)cc2)c2ccc(O)cc2)c([N+](=O)[O-])c1,1,training
c1ccc2c(c1)OC[C@H](CN1CCCCCC1)O2,1,training
O=C(CCN1CCCCC1)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)CC1,1,training
CC1(C)C(C#N)C(=O)NC(=O)C1C#N,1,training
COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@H]12,1,training
COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,1,training
O=C(O[C@H]1CCN(Cc2ccccc2)C1)[C@@](O)(c1ccccc1)C1CCCC1,1,training
O=C(O)c1ccccc1OP(=O)(O)O,1,training
CO/N=C(/C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,1,training
CCN(CC)CCOc1ccnc(N)n1,1,training
Nc1cccc(Cl)n1,1,training
CCN(CC)C(=O)c1c2c(nc3ccccc13)CCCC2,1,training
O=C(c1c2c(nc3ccccc13)CCCC2)N1CCOCC1,1,training
Cc1nsc(Cl)c1C(=O)N1CCOCC1,1,training
COc1cc(C(=O)Nc2cccc3c2CN(C)CC3)cc(OC)c1OC,1,training
c1cncc(-c2c[nH]cn2)c1,1,training
C=CCNC(=S)NNC(=O)Cc1c(C)[nH]c2ccccc12,1,training
C[C@H]1CC[C@@H]2CN(CCO)C[C@H]2C1,1,training
Cc1csc(-n2nc(C)cc2C)n1,1,training
Cc1cc(C(F)(F)C(F)F)n(-c2nc(-c3ccc(O)c(O)c3)cs2)n1,1,training
CC(=N\N)/C(=N/O)Nc1cccc(Cl)c1,1,training
C=CCc1ccc(OC(C)(C)C(=O)NCCN(C)C)c(OC)c1,1,training
C=CCc1ccc(OC(C)(C)C(=O)NCCN(CC)CC)c(OC)c1,1,training
C=CCc1ccc(OC(C)(C)C(=O)NCCCN(CC)CC)c(OC)c1,1,training
C=CCc1ccc(OC(C)(C)C(=O)NCCCN(C)C)c(OC)c1,1,training
CC1=NNc2nc3ccccc3c(C)c2C(c2ccccc2)=C1,1,training
CC1CN(C)c2ccccc2N(C)C1=O,1,training
Cc1cccc(N2CCN(CC(O)c3cccnc3)CC2)c1,1,training
O=C(O)/C=C\c1ccc(O)cc1,1,training
COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,1,training
COc1ccc2cc3n(c(=O)c2c1OC)CCc1cc2c(cc1-3)OCO2,1,training
CCC1(CC)C(=O)CC(=O)N(C2CCCCC2)C1=O,1,training
CC1(C)C(C#N)C(=O)N(CN2CCOCC2)C(=O)C1C#N,1,training
Cc1cccc(C)c1N1C(=O)C[C@H](N2C(=O)CCC2=O)C1=O,1,training
OCc1cccc2cc(Oc3ccc(I)c4cccnc34)c(O)c(Cl)c12,1,training
O=C(Nc1ccccc1)c1cc(O)c(O)c(O)c1,1,training
Cc1ccc(/C(Cl)=C/C=O)cc1,1,training
CCOc1ccc(NC(=O)c2c(C)nsc2NC(=O)c2ccccc2)cc1,1,training
CN(C)c1ccc(/N=N/c2ccccc2)cc1,1,training
CC(=O)c1ccc(C)s1,1,training
Nc1ccc(O)ccc1=O,1,training
CC[C@](C)(Oc1ccc(C2(c3ccc(O[C@](C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,1,training
COc1ccccc1C(=O)N[C@H]1CCC[C@@H]2CCN(C)C[C@@H]12,1,training
Cc1ccc2c(n1)Nc1nc(N)nc(Cl)c1S2,1,training
CC(C)=C1CC[C@H](C)[C@](C)(COc2ccc3ccc(=O)oc3c2)[C@@H]1CCC(=O)O,1,training
CCN(CC)C[C@@H](C)OC(=O)COc1ccc(Cl)cc1,1,training
C=CCN1C(=O)NC(=O)C(CC)(CC)C1=O,1,training
COc1cc(COCCN)cc(OC)c1OC,1,training
CC(=O)Sc1ccccc1C(=O)O,1,training
Cc1cccc(C)c1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,1,training
OC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1,training
c1ccc2c(c1)OC[C@H](CN1CCCCCCC1)O2,1,training
CC(C)[Ge](I)(I)I,1,training
O=C/C=C(\Cl)c1ccc(F)cc1,1,training
O=c1nc(CCl)[nH]c2sc3c(c12)CCCC3,1,training
CCCCn1c(-c2ccc(OC)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,1,training
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C)cc1,1,training
CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1,training
S=C1NCCCCN1,1,training
Fc1ccc(-c2cn[nH]c(=S)n2)cc1,1,training
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CNc1ccccc1,1,training
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCCO)cc1,1,training
COc1ccccc1N1CCN(CC(=O)c2cccnc2)CC1,1,training
Cc1ccc2c(n1)Nc1nc(N)nc(N)c1S2,1,training
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,training
COc1ccccc1N1CCN(CC(O)c2ccncc2)CC1,1,training
O=Cc1ccc(O)c(O)c1,1,training
Cn1c2c(c3ccccc31)CCN[C@@H]2[C@H]1CCCCN1,1,training
CC1=NN=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2C1)OCO3,1,training
O=NN1CCCC[C@H]1C(=O)O,1,training
CC(C)=CCCC(C)CC=O,1,training
Nc1ccc(Cl)c([N+](=O)[O-])c1,1,training
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1,training
C=C(C(=O)O)[C@@H]1CC[C@]2(C)CCC=C(C)[C@@H]2C1,1,training
C#C[C@@](C)(O)CCC=C(C)C,1,training
CCCCC1(CCCC)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,1,training
NS(=O)(=O)c1csc([N+](=O)[O-])c1,1,training
O=C(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1,training
CCOc1ccc(NC(=N\O)/C(C)=N/N)cc1,1,training
CC(CN(C)C)N1C(=O)N(c2ccc(Cl)cc2)CC1C,1,training
Cc1ccc(S)c(Nc2cc(N)nc(N)n2)n1,1,training
Cc1ccc(S)c(Nc2cc(Cl)nc(N)n2)n1,1,training
CCN(C)c1ccc(=O)n(-c2ccccc2)n1,1,training
N=c1[nH]nc(-c2ccc([N+](=O)[O-])cc2)s1,1,training
Cc1nc2ccccc2c(=O)n1C1CCC(=O)N(c2cccc3ccccc23)C1=O,1,training
COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1=C2)OCO4,1,training
CCCC[Ge](Cl)(Cl)Cl,1,training
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,1,training
CN(C)CCN(Cc1ccc(Br)cc1)c1ncnc2ccccc12,1,training
COC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1,training
O=C/C=C(\Cl)c1ccc(I)cc1,1,training
C=CCN(CC=C)CC=C,1,training
C=CCNCC=C,1,training
COc1ccc(/C(Cl)=C/C=O)cc1,1,training
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)C3CC(C)C4C(C)(C)C([C@@]5(O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)C3C[C@H](O)C12,1,training
CCN(C)[C@@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1,training
CCN(CC)CCO[Si]1(c2ccc(Cl)cc2)CCCCC1,1,training
COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2,1,training
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)O,1,training
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,1,training
CN1[C@H]2CC[C@H]1CC(OC(=O)COc1ccc(Cl)cc1)C2,1,training
COc1cc2c(cc1OC)CN1CCc3cc(OC)c(OC)cc3C1C2,1,training
OC(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1,training
CC(C)NC[C@@H](O)COc1cccc2cc([C@@H](C)O)oc12,1,training
CC1(C)Oc2cc(O)cc(O)c2C2=C1CCCC2,1,training
O=C(O)CCCN(CN(CCO)C1=NCCN1)C(=O)c1ccccc1,1,training
O=C(O)CCCN(CN(CCCO)C1=NCCN1)C(=O)c1ccccc1,1,training
C[C@@H]1[C@H]2C3=CC[C@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C(=O)O)CC[C@]2(C(=O)O)CC[C@H]1C,1,training
CCN(C)[C@@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1,training
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cccc(OC)c5c4CCN3C[C@H]2CC[C@H]1O,1,training
Nc1cccccc1=O,1,training
CC#N,1,training
O=C1O[IH2](O)c2ccccc21,1,training
O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,1,training
CN1CCN(C)C1=S,1,training
CCN(C)[C@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,1,training
Nc1ccc(N)c(=O)cc1,1,training
CC(=O)N1N=C(c2ccc(NC=O)cc2)c2cc3c(cc2CC1C)OCO3,1,training
COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(OC)c3-2)CCN1C,1,training
C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,1,training
COc1cc2c(cc1O)C(=O)c1nccc3cc(OC)c(OC)c-2c13,1,training
C=CCOc1ccccc1OCC(O)CNC(C)C,1,training
O=C/C=C(\Cl)c1ccc(Cl)cc1,1,training
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)NCC3,1,training
CN1CCN=C(c2ccccc2O)C=C1C(=O)O,1,training
C=CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,training
Cn1c2c(c3ccccc31)CCN1CN3CCCC[C@@H]3[C@H]21,1,training
COc1cc2ccn3cnnc3c2cc1OC,1,training
c1ccc2c(c1)OC[C@H](CN1CCCC1)O2,1,training
CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,1,training
CCN(CC)CCN(Cc1ccc(Br)cc1)c1nccc(C)n1,1,training
O=C(CCl)NCCCNC(=O)CCl,1,training
Cc1[nH]c2ccccc2c1CCN1CCN(c2ccccc2)CC1,1,training
CCN(CC)CCN(Cc1ccccc1)c1cc(C)ncn1,1,training
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,1,training
O=C(O)C(=O)CCl,1,training
CC12CCC(C(Br)C1=O)C2(C)C,1,training
Cc1ccc(NN)cc1,1,training
COc1ccc(CCN2CCN(c3ccc(C)cc3)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3c(C)cccc3C)CC2)cc1OC,1,training
CC(C)CCN(CCC(C)C)CC(=O)NN,1,training
CN(C)CCNc1cccccc1=O,1,training
CCOC(=O)CN(CCC(C)C)CCC(C)C,1,training
c1ccc(-c2nc3ccccn3c2CN2CCOCC2)cc1,1,training
COc1ccccc1N1CCN(CCc2ccncc2)CC1,1,training
CN1CCN(c2c3c(nc4ccccc24)CCCC3)CC1,1,training
NCCCCSS(=O)(=O)O,1,training
NC[C@]1(N)CCCCc2ccccc21,1,training
COc1cc(COCCN2CCCCC2)cc(OC)c1OC,1,training
Cc1ccccc1N1CCN(CC(O)c2cccnc2)CC1,1,training
COc1ccccc1N1CCN(CC(O)c2cccnc2)CC1,1,training
CC(C)NC[C@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,1,training
CN(C)CCNN,1,training
COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([n-]c5ccccc54)c3C[C@H]12,1,training
CN1CCC[C@@H]1CC(=O)c1ccccc1,1,training
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCC1,1,training
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2CCO)cc1,1,training
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,1,training
CCOc1cc(C=O)cc(C=O)c1O,1,training
CN1CCN(c2ccccc2)CC1,1,training
Cc1ccc(C[C@H](CO)N2CCCCC2)cc1,1,training
CNCCCC12CCC(c3ccccc31)c1ccccc12,1,training
CO[C@](F)(Br)C(Br)(C(F)(F)F)C(F)(F)F,1,training
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,training
CC(=O)N1N=C(c2ccc(NC(=O)C(F)(F)F)cc2)c2cc3c(cc2CC1C)OCO3,1,training
CN(C)CCN(Cc1ccccc1)c1cccc2ccccc12,1,training
Cc1cc(N(CCN(C)C)Cc2ccc(Br)cc2)ncn1,1,training
CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1,training
O=NN1CN2CN(C1)CN(N=O)C2,1,training
COc1cc(O)cc2c1N(CCCN(C)C)c1cc(Cl)ccc1S2,1,training
CN(C)CCN(Cc1ccc(Cl)cc1)c1ncnc2ccccc12,1,training
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,1,training
OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1,1,training
Oc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1,training
C/C=C1\CN2[C@@H]3C[C@@H]1[C@H](CO)[C@H]2Cc1c3[nH]c2cc(OC)ccc12,1,training
C/C=C1\CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@H]1[C@H](C(=O)OC)[C@@H]1OC[C@H]2[C@H]3C[C@@H]4N(CC[C@]45c4ccccc4N1[C@@H]25)C[C@H]3CC,1,training
O=C(O)C(=O)CF,1,training
COc1ccc(O)c(C=O)c1,1,training
C1NNCN2CNNCN12,1,training
CN1CCN(CN2C(=O)NC(c3ccccc3)(c3ccccc3)C2=O)CC1,1,training
CCCCCC1=CC2OC(C)(C)C3C=CC(C)=CC3C2C(O)=C1,1,training
CC(C)NCC(O)c1ccc2ccccc2c1,1,training
c1ccc(N2CCN(CCc3cccnc3)CC2)cc1,1,training
CCOC(CN1CCN(c2ccccc2)CC1)c1cccnc1,1,training
CCOc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]314,1,training
NC1(CO)CCCC1,1,training
COc1cc(COCCN2CCCC2)cc(OC)c1OC,1,training
C[C@@H]1N2CCc3c(n(C)c4ccccc34)[C@@H]2[C@H]2CCCCN12,1,training
COc1ccc(CN(CCN(C)C)c2nccc(C)n2)cc1,1,training
COC(CN1CCN(c2ccccc2Cl)CC1)c1cccnc1,1,training
COC(CN1CCN(c2ccccc2C)CC1)c1cccnc1,1,training
CN1CCCN(C)C1=S,1,training
CCOC(CN1CCN(c2ccccc2C)CC1)c1cccnc1,1,training
CCN(CC)Cc1c(OC)ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc12,1,training
COc1ccc2c(c1O)N(CCCN(C)C)c1cc(Cl)ccc1S2,1,training
OC(CN1CCN(c2ccc(Cl)cc2)CC1)c1cccnc1,1,training
CCO[C@H](CN1CCN(C[C@H](C)C(=O)c2ccccc2)CC1)c1ccccc1,1,training
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1,training
O=C1CN(/N=C/C(=O)c2ccc([N+](=O)[O-])o2)C(=O)N1,1,training
Nc1nnc(-c2ccncc2)s1,1,training
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,training
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1,training
CCC(=O)Nc1ccc(C2=NN(C(C)=O)C(C)Cc3cc4c(cc32)OCO4)cc1,1,training
COc1ccc(CCN2CCN(c3ccccc3C)CC2)cc1OC,1,training
COc1ccc(CCN2CCN(c3ccccc3SC)CC2)cc1OC,1,training
COc1cccc(N2CCN(CCc3ccc(OC)c(OC)c3)CC2)c1,1,training
COc1ccc(N2CCN(CCc3ccc(OC)c(OC)c3)CC2)cc1,1,training
COc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1OC,1,training
